sample,exp_mass,dry_mass,moisture_content
5_TR-202-131-244,21.4006,17.66,0.2118120045300113
5_TR-202-131-275,21.3056,17.604,0.2102703930924789
5_TR-202-131-307,21.2467,17.567,0.209466613536745
5_TR-202-131-338,21.3546,17.657,0.209412697513734
5_TR-202-131-369,21.2211,17.54,0.2098688711516534
5_TR-202-131-401,21.2367,17.549,0.2101373297623796
5_TR-202-131-432,21.3026,17.601,0.2103062326004205
5_TR-202-131-463,21.3212,17.597,0.2116383474455873
5_TR-202-131-495,21.348,17.646,0.2097925875552532
5_TR-202-131-526,21.3237,17.635,0.2091692656648708
5_TR-202-131-557,22.2544,18.424,0.2079027355623101
5_TR-202-131-589,22.2606,18.443,0.206994523667516
5_TR-202-131-620,21.2506,17.587,0.2083129584352077
5_TR-202-131-651,21.1326,17.472,0.2095123626373625
5_TR-202-131-683,21.1671,17.494,0.2099634160283526
5_TR-202-131-714,21.1599,17.475,0.2108669527896995
5_TR-202-131-745,21.2155,17.541,0.2094806453451911
5_TR-202-131-777,21.0106,17.396,0.2077833984824097
5_TR-202-131-808,21.0017,17.383,0.2081746533969971
5_TR-202-131-839,21.0491,17.422,0.2081907932499138
5_TR-202-131-871,21.0423,17.418,0.2080778504994834
5_TR-202-131-902,21.4881,17.782,0.2084186255764255
5_TR-202-131-947,21.661,17.924,0.2084914081678198
5_TR-202-131-978,21.0476,17.418,0.2083821334251923
5_TT-276-178-037,24.2715,19.973,0.2152155409803234
5_TT-276-178-068,24.2489,19.964,0.2146313364055299
5_TT-276-178-099,24.2452,,
5_TT-276-178-130,25.3417,20.847,0.2156041636686332
5_TT-276-178-162,26.0865,21.472,0.2149077868852458
5_TT-276-178-193,24.2627,19.961,0.2155052352086569
5_TT-276-178-224,24.151,19.843,0.2171042685077861
5_TT-276-178-256,24.4088,20.074,0.2159410182325394
5_TT-276-178-287,24.5008,20.155,0.2156189531133714
5_TT-276-178-318,24.2523,19.972,0.2143150410574804
5_TT-276-178-350,24.0798,19.839,0.2137607742325722
5_TT-276-178-381,24.2177,19.931,0.2150770157041794
5_TT-276-178-412,24.22,19.937,0.2148267041179714
5_TT-276-178-443,24.2586,19.951,0.2159089769936344
5_TT-276-178-475,24.2725,19.958,0.2161789758492836
5_TT-276-178-506,24.1208,19.854,0.21490883449179
5_TT-276-178-537,24.2647,19.974,0.2148142585360969
5_TT-276-178-569,24.2652,19.978,0.2145960556612272
5_TT-276-178-600,24.1618,19.893,0.2145880460463479
5_TT-276-178-631,24.337,20.035,0.2147242325929623
5_TT-276-178-663,24.3436,20.04,0.214750499001996
5_TT-276-178-694,24.5654,20.202,0.2159885159885159
5_TT-276-178-725,24.4835,20.125,0.2165714285714285
5_TT-276-178-756,23.953,19.723,0.2144704152512295
5_TT-276-178-788,24.0173,19.806,0.2126274866202159
5_TT-276-178-819,24.0178,19.814,0.2121631169879883
5_TT-276-178-850,24.2513,19.981,0.2137180321305239
5_TT-276-178-882,24.3293,20.053,0.213249887797337
5_TT-276-178-913,24.1607,19.901,0.2140445203758604
5_TT-276-178-944,24.1894,19.923,0.2141444561562014
5_TT-276-178-976,24.2476,19.983,0.2134113996897361
